case_id,state,district,project_type,land_area_acres,number_of_landowners,acquisition_stage,number_of_objections,number_of_court_cases,compensation_completed_pct,pending_approvals,days_in_current_stage,approximate_delay_days,notification_3a_date,sanction_date,notification_3d_date,sanction_amount_lakh,land_acquisition_agency,environmental_clearance,forest_clearance,relocation_required,structures_affected,dispute_severity,payment_status,document_verification_status,project_length_km,last_review_days_ago
AH110734,Madhya Pradesh,Jabalpur,Highway,24.93,12.0,Compensation,0.0,0.0,72.4,2.0,67.0,108,2024-12-16,2025-10-17,2025-11-25,4286.0,Special LA Unit,Completed,Completed,No,18.0,None,Partial,Partial,113.12,126.0
AH110735,Punjab,Amritsar,Bridge,3.49,5.0,Compensation,0.0,0.0,83.6,2.0,49.0,71,2025-12-06,2025-09-05,2025-10-12,4406.0,District Administration,Pending,Completed,No,13.0,None,Partial,Complete,179.1,114.0
AH110736,Rajasthan,Udaipur,Road Widening,5.22,5.0,Compensation,0.0,0.0,78.1,1.0,79.0,88,2024-02-09,2025-01-19,2025-04-13,880.0,District Administration,Completed,Completed,No,2.0,Low,Complete,Partial,70.26,105.0
AH110737,Punjab,Jalandhar,Highway,23.68,8.0,Possession,1.0,0.0,86.4,0.0,109.0,66,2026-01-15,2024-05-17,2024-11-07,4709.0,State PWD,Not Required,Not Required,No,14.0,Low,Partial,Complete,113.07,20.0
AH110738,Rajasthan,Udaipur,Railway,8.82,6.0,Compensation,0.0,0.0,73.8,0.0,75.0,100,2024-01-22,2025-03-11,2025-05-17,293.0,District Administration,Pending,Completed,No,0.0,Medium,Complete,Complete,28.12,125.0
AH110739,Madhya Pradesh,Indore,Highway,10.08,5.0,Compensation,0.0,0.0,76.2,0.0,105.0,92,2024-10-11,2024-06-03,2024-09-01,1964.0,Special LA Unit,Not Required,Not Required,No,12.0,Low,Complete,Complete,134.89,44.0
AH110740,Uttarakhand,Nainital,Highway,8.68,7.0,Notification,0.0,0.0,17.9,2.0,43.0,88,2025-06-20,2025-04-26,2025-09-04,836.0,Special LA Unit,Pending,Not Required,No,3.0,Medium,Pending,Partial,141.95,16.0
AH110741,Uttar Pradesh,Agra,Highway,61.73,23.0,Compensation,1.0,0.0,68.6,0.0,165.0,162,2024-05-10,2026-03-22,2026-07-28,278.0,NHAI,Pending,Pending,No,24.0,Medium,Partial,Complete,98.37,157.0
AH110742,Haryana,Panipat,Highway,19.23,10.0,Compensation,1.0,0.0,69.3,0.0,35.0,48,2025-03-17,2024-06-25,2024-09-03,2782.0,State PWD,Completed,Completed,No,23.0,None,Partial,Partial,141.92,167.0
AH110743,Himachal Pradesh,Mandi,Highway,14.79,7.0,Objection,1.0,0.0,7.9,1.0,32.0,68,2026-06-16,2024-04-16,2024-06-04,3024.0,State PWD,Pending,Completed,Yes,18.0,None,Pending,Complete,63.41,36.0
AH110744,Punjab,Amritsar,Highway,14.12,7.0,Notification,0.0,0.0,13.6,0.0,46.0,75,2026-01-10,2025-10-25,2025-12-17,2930.0,District Administration,Completed,Completed,No,25.0,None,Complete,Complete,162.05,3.0
AH110745,Rajasthan,Jaipur,Railway,16.91,8.0,Award,0.0,0.0,39.6,4.0,26.0,87,2024-01-28,2024-01-22,2024-03-25,2117.0,District Administration,Completed,Completed,Yes,15.0,None,Partial,Complete,153.86,8.0
AH110746,Uttarakhand,Haridwar,Bypass,57.45,21.0,Notification,0.0,0.0,13.6,2.0,27.0,89,2025-06-16,2026-06-04,2026-07-16,3944.0,Special LA Unit,Completed,Pending,Yes,28.0,High,Partial,Pending,101.62,6.0
AH110747,Uttarakhand,Haridwar,Bridge,8.69,5.0,Compensation,0.0,0.0,58.0,3.0,20.0,92,2025-06-21,2025-11-28,2026-03-06,2486.0,District Administration,Completed,Completed,No,15.0,None,Partial,Complete,118.52,18.0
AH110748,Rajasthan,Udaipur,Highway,13.78,3.0,Compensation,0.0,0.0,67.7,2.0,102.0,93,2024-03-02,2024-12-29,2025-05-04,2698.0,Special LA Unit,Not Required,Not Required,No,1.0,Medium,Complete,Partial,176.76,61.0
AH110749,Uttarakhand,Udham Singh Nagar,Road Widening,12.24,6.0,Possession,2.0,1.0,90.1,0.0,55.0,72,2025-08-08,2024-11-22,2025-04-02,2237.0,NHAI,Pending,Not Required,No,14.0,High,Complete,Partial,174.71,77.0
AH110750,Haryana,Hisar,Highway,25.74,8.0,Award,0.0,0.0,56.2,,51.0,93,2025-04-13,2024-12-14,2025-05-29,1075.0,NHAI,Completed,Completed,No,2.0,None,Complete,Complete,128.08,125.0
AH110751,Uttarakhand,Udham Singh Nagar,Highway,50.86,21.0,Compensation,0.0,0.0,,0.0,135.0,123,2025-09-05,2024-12-22,2025-03-05,3290.0,District Administration,Pending,Pending,Yes,25.0,None,Pending,Complete,83.82,29.0
AH110752,Madhya Pradesh,Gwalior,Road Widening,7.24,1.0,Compensation,0.0,0.0,71.3,2.0,76.0,76,2024-09-24,2026-01-25,2026-06-02,4153.0,District Administration,Completed,Completed,No,17.0,Medium,Partial,Pending,30.65,170.0
AH110753,Uttar Pradesh,Meerut,Highway,17.55,4.0,Compensation,1.0,0.0,65.2,3.0,118.0,140,2024-08-18,2025-12-20,2026-05-31,1556.0,Special LA Unit,Completed,Pending,No,15.0,Low,Complete,Partial,172.54,161.0
AH110754,Punjab,Jalandhar,Railway,13.87,6.0,Objection,2.0,0.0,25.0,3.0,10.0,85,2025-10-24,2024-07-03,2024-08-06,2344.0,District Administration,Completed,Not Required,No,9.0,Medium,Complete,Pending,135.87,126.0
AH110755,Punjab,Jalandhar,Bypass,3.66,3.0,Award,0.0,,44.5,2.0,38.0,80,2025-10-11,2024-06-10,2024-11-04,4468.0,State PWD,Completed,Pending,No,15.0,None,Partial,Partial,22.62,161.0
AH110756,Uttar Pradesh,Prayagraj,Highway,27.24,11.0,Notification,0.0,0.0,8.3,1.0,50.0,76,2024-05-25,2025-05-01,2025-06-13,1072.0,District Administration,Not Required,Pending,No,30.0,None,Pending,Pending,75.78,41.0
AH110757,Uttar Pradesh,Prayagraj,Bridge,45.1,19.0,Compensation,2.0,1.0,55.8,1.0,93.0,130,2024-07-13,2025-08-08,2025-11-28,2135.0,NHAI,Pending,Completed,No,4.0,Medium,Complete,Complete,67.22,24.0
AH110758,Uttarakhand,Nainital,Highway,23.97,12.0,Objection,2.0,1.0,30.9,2.0,33.0,110,2025-06-11,2025-10-16,2026-03-19,1384.0,State PWD,Pending,Completed,No,8.0,High,Complete,Complete,65.19,151.0
AH110759,Punjab,Bathinda,Bridge,6.98,,Compensation,0.0,0.0,78.6,1.0,100.0,101,2026-01-16,2024-10-09,2025-01-15,1741.0,NHAI,Pending,Not Required,No,7.0,Medium,Pending,Complete,109.56,32.0
AH110760,Uttar Pradesh,Kanpur Nagar,Road Widening,3.77,3.0,Possession,0.0,0.0,98.7,1.0,51.0,38,2024-06-30,2025-03-10,2025-07-01,2323.0,NHAI,Completed,Not Required,Yes,4.0,Medium,Partial,Complete,98.84,30.0
AH110761,Uttar Pradesh,Lucknow,Highway,20.59,10.0,Compensation,0.0,0.0,91.7,1.0,54.0,81,2024-07-16,2024-04-03,2024-08-03,4618.0,State PWD,Pending,Pending,No,25.0,None,Complete,Complete,45.75,169.0
AH110762,Punjab,Ludhiana,Highway,4.77,1.0,Objection,1.0,0.0,17.1,1.0,41.0,81,2025-12-28,2025-02-14,2025-06-10,111.0,NHAI,Pending,Completed,No,25.0,None,Partial,Complete,92.34,28.0
AH110763,Uttarakhand,Nainital,Highway,5.19,2.0,Award,0.0,0.0,48.2,5.0,23.0,87,2025-09-19,2025-09-10,2026-01-27,1822.0,NHAI,Completed,Pending,No,25.0,None,Partial,Partial,166.11,104.0
AH110764,Himachal Pradesh,Shimla,Railway,14.27,5.0,Compensation,0.0,0.0,70.4,1.0,106.0,104,2026-03-23,2024-09-30,2025-03-07,4336.0,Special LA Unit,Completed,Completed,No,13.0,Low,Complete,Complete,121.28,63.0
AH110765,Punjab,Bathinda,Highway,22.32,9.0,Possession,0.0,0.0,87.1,0.0,24.0,31,2025-12-06,2024-10-13,2024-12-02,461.0,Special LA Unit,Completed,Pending,Yes,10.0,Medium,Pending,Partial,147.09,55.0
AH110766,Himachal Pradesh,Kangra,Bypass,8.97,5.0,Compensation,1.0,1.0,62.8,1.0,31.0,72,2026-05-07,2025-02-20,2025-05-23,2557.0,District Administration,Completed,Completed,No,8.0,None,Complete,Complete,5.58,25.0
AH110767,Uttar Pradesh,Agra,Highway,10.02,7.0,Objection,1.0,0.0,29.9,0.0,56.0,53,2024-06-19,2026-02-18,2026-07-25,818.0,Special LA Unit,Completed,Not Required,No,6.0,None,Complete,Complete,144.7,70.0
AH110768,Uttar Pradesh,Prayagraj,Bridge,10.86,6.0,Possession,0.0,0.0,89.7,0.0,44.0,28,2024-09-01,2025-06-27,2025-09-22,2818.0,NHAI,Pending,Not Required,No,11.0,Low,Partial,Partial,141.92,112.0
AH110769,Uttar Pradesh,Agra,Highway,5.48,6.0,Notification,2.0,0.0,,2.0,29.0,96,2024-08-02,2026-04-07,2026-07-19,3585.0,Special LA Unit,Completed,Not Required,Yes,24.0,None,Partial,Pending,120.58,115.0
AH110770,Rajasthan,Jaipur,Railway,8.64,7.0,Objection,3.0,1.0,28.4,0.0,31.0,105,2024-02-19,2024-02-25,2024-07-15,3194.0,State PWD,Pending,Not Required,Yes,2.0,High,Complete,Partial,129.29,79.0
AH110771,Punjab,Moga,Bypass,3.02,2.0,Notification,0.0,0.0,3.8,1.0,25.0,69,2025-12-02,2026-02-03,2026-07-23,2833.0,State PWD,Completed,Completed,No,28.0,None,Complete,Partial,135.03,133.0
AH110772,Uttarakhand,Dehradun,Highway,22.31,9.0,Objection,3.0,0.0,25.1,3.0,36.0,107,2025-08-18,2024-02-09,2024-04-16,3726.0,Special LA Unit,Completed,Completed,No,10.0,High,Complete,Partial,75.52,47.0
AH110773,Rajasthan,Jodhpur,Highway,127.74,44.0,Award,3.0,1.0,54.2,3.0,133.0,246,2024-03-18,2024-10-17,2025-04-08,2696.0,State PWD,Pending,Not Required,Yes,21.0,None,Complete,Partial,8.18,162.0
AH110774,Uttar Pradesh,Kanpur Nagar,Road Widening,12.57,5.0,Objection,3.0,1.0,26.6,0.0,88.0,111,2024-06-27,2025-01-18,2025-06-03,3083.0,District Administration,Completed,Completed,No,17.0,Low,Partial,Complete,121.26,173.0
AH110775,Uttar Pradesh,Varanasi,Railway,32.86,12.0,Notification,1.0,0.0,17.4,0.0,23.0,58,2024-06-20,2024-07-31,2024-09-03,455.0,State PWD,Not Required,Not Required,No,11.0,Medium,Partial,Partial,12.75,52.0
AH110776,Madhya Pradesh,Gwalior,Bypass,9.56,3.0,Notification,0.0,0.0,18.6,2.0,14.0,52,2024-12-28,2026-06-09,2026-11-15,155.0,District Administration,Completed,Completed,No,17.0,None,Pending,Complete,119.13,12.0
AH110777,Haryana,Sirsa,Highway,3.8,2.0,Possession,0.0,0.0,84.6,0.0,70.0,34,2025-02-13,2026-03-14,2026-06-09,862.0,NHAI,Pending,Completed,No,15.0,Low,Partial,Complete,144.07,44.0
AH110778,Madhya Pradesh,Ujjain,Bypass,80.92,31.0,Compensation,2.0,1.0,73.9,2.0,157.0,204,2024-09-17,2025-05-29,2025-08-09,2722.0,NHAI,Completed,Pending,No,6.0,None,Complete,Pending,140.16,113.0
AH110779,Himachal Pradesh,Kangra,Bridge,5.82,4.0,Compensation,0.0,1.0,86.9,2.0,41.0,101,2026-04-17,2025-02-11,2025-05-30,2011.0,District Administration,Completed,Completed,No,27.0,None,Pending,Complete,105.17,18.0
AH110780,Uttar Pradesh,Meerut,Railway,26.71,13.0,Compensation,0.0,0.0,93.1,,113.0,113,2024-07-10,2025-11-16,2026-03-12,1862.0,Special LA Unit,Completed,Completed,No,16.0,None,Complete,Complete,157.17,87.0
AH110781,Haryana,Rohtak,Highway,14.35,7.0,Compensation,0.0,0.0,76.9,2.0,76.0,85,2025-05-20,2025-09-28,2026-01-16,2267.0,NHAI,Completed,Pending,No,4.0,None,Partial,Complete,159.06,16.0
AH110782,Haryana,Hisar,Highway,32.76,,Notification,1.0,0.0,18.0,2.0,16.0,85,2025-01-29,2025-03-08,2025-04-15,4947.0,District Administration,Completed,Not Required,No,19.0,None,Complete,Complete,57.64,171.0
AH110783,Madhya Pradesh,Gwalior,Bridge,11.28,7.0,Possession,2.0,0.0,89.4,1.0,20.0,57,2024-12-14,2026-01-14,2026-06-16,1914.0,NHAI,Completed,Completed,No,1.0,High,Partial,Complete,138.51,144.0
AH110784,Punjab,Jalandhar,Railway,4.44,1.0,Award,0.0,0.0,46.4,2.0,42.0,74,2026-01-13,2024-06-22,2024-09-11,2248.0,District Administration,Not Required,Completed,No,13.0,High,Complete,Partial,63.2,157.0
AH110785,Himachal Pradesh,Shimla,Road Widening,6.79,5.0,Award,0.0,0.0,57.9,2.0,49.0,77,2026-05-30,2024-09-06,2024-10-27,2538.0,Special LA Unit,Completed,Not Required,Yes,28.0,None,Partial,Complete,162.74,90.0
AH110786,Rajasthan,Jaipur,Bridge,88.18,32.0,Possession,5.0,0.0,86.4,1.0,55.0,125,2024-01-06,2024-01-16,2024-05-09,3882.0,State PWD,Completed,Not Required,No,12.0,Medium,Complete,Partial,34.84,130.0
AH110787,Haryana,Karnal,Highway,15.67,3.0,Objection,1.0,0.0,16.7,1.0,69.0,94,2025-02-21,2024-04-17,2024-08-18,3681.0,Special LA Unit,Completed,Pending,No,17.0,Medium,Complete,Complete,167.99,94.0
AH110788,Rajasthan,Jodhpur,Railway,76.01,30.0,Objection,3.0,0.0,39.4,,40.0,128,2024-04-17,2024-06-27,2024-08-11,4897.0,State PWD,Not Required,Pending,Yes,1.0,None,Partial,Complete,29.77,87.0
AH110789,Haryana,Ambala,Road Widening,8.74,4.0,Possession,1.0,0.0,92.9,0.0,139.0,93,2025-01-25,2025-07-16,2026-01-03,3196.0,Special LA Unit,Completed,Completed,No,19.0,None,Partial,Complete,157.83,36.0
AH110790,Uttarakhand,Haridwar,Bypass,21.91,11.0,Award,0.0,0.0,39.1,1.0,29.0,66,2025-07-09,2026-02-08,2026-06-08,4771.0,District Administration,Pending,Completed,No,16.0,Medium,Complete,Complete,63.6,135.0
AH110791,Madhya Pradesh,Ujjain,Railway,4.01,4.0,Award,0.0,0.0,52.0,1.0,42.0,65,2025-01-05,2025-06-15,2025-12-11,3075.0,State PWD,Completed,Not Required,No,4.0,None,Pending,Pending,37.02,134.0
AH110792,Madhya Pradesh,Ujjain,Highway,12.25,4.0,Possession,0.0,0.0,87.3,1.0,84.0,68,2024-10-05,2025-02-04,2025-06-14,2714.0,State PWD,Completed,Completed,No,23.0,None,Complete,Partial,77.03,4.0
AH110793,Madhya Pradesh,Bhopal,Highway,79.01,32.0,Possession,5.0,1.0,80.6,0.0,26.0,111,2024-10-07,2024-08-31,2024-10-01,2811.0,Special LA Unit,Completed,Not Required,No,22.0,None,Partial,Complete,73.9,76.0
AH110794,Madhya Pradesh,Indore,Bridge,6.13,1.0,Possession,,0.0,,1.0,33.0,56,2024-09-26,2024-04-01,2024-06-01,2426.0,State PWD,Not Required,Not Required,No,12.0,Low,Complete,Complete,33.15,18.0
AH110795,Madhya Pradesh,Ujjain,Railway,6.64,,Objection,3.0,0.0,5.5,3.0,33.0,118,2024-10-20,2025-06-10,2025-12-02,1044.0,State PWD,Pending,Completed,No,17.0,None,Pending,Pending,117.3,173.0
AH110796,Madhya Pradesh,Indore,Highway,24.13,12.0,Compensation,1.0,0.0,79.2,1.0,118.0,108,2024-12-02,2024-05-06,2024-08-27,1863.0,District Administration,Completed,Completed,Yes,13.0,None,Complete,Pending,177.35,165.0
AH110797,Uttarakhand,Haridwar,Bridge,13.16,4.0,Compensation,1.0,0.0,76.1,1.0,102.0,105,2025-09-11,2025-12-12,2026-01-29,3042.0,NHAI,Pending,Not Required,No,10.0,None,Partial,Complete,3.71,153.0
AH110798,Rajasthan,Udaipur,Highway,59.84,27.0,Compensation,2.0,0.0,77.4,1.0,,99,2024-03-27,2025-01-02,2025-02-12,3050.0,NHAI,Completed,Not Required,No,2.0,None,Pending,Partial,154.93,160.0
AH110799,Rajasthan,Udaipur,Highway,9.73,5.0,Notification,0.0,0.0,18.9,2.0,40.0,90,2024-02-06,2024-11-11,2025-03-01,834.0,State PWD,Not Required,Completed,No,20.0,Low,Complete,Partial,48.49,115.0
AH110800,Haryana,Karnal,Bridge,12.66,6.0,Compensation,0.0,1.0,74.9,1.0,96.0,119,2025-04-10,2024-01-24,2024-05-22,4027.0,State PWD,Completed,Pending,No,6.0,Low,Complete,Complete,118.02,177.0
AH110801,Uttarakhand,Dehradun,Road Widening,15.63,9.0,Objection,,0.0,25.3,2.0,19.0,69,2025-09-05,2024-08-06,2024-10-11,3578.0,District Administration,Not Required,Completed,No,28.0,Medium,Partial,Complete,118.41,169.0
AH110802,Uttar Pradesh,Lucknow,Bypass,4.79,4.0,Possession,2.0,0.0,99.4,1.0,131.0,83,2024-08-20,2024-01-13,2024-03-12,2649.0,State PWD,Not Required,Completed,No,30.0,None,Pending,Complete,2.27,75.0
AH110803,Uttar Pradesh,Meerut,Bypass,3.96,1.0,Compensation,0.0,0.0,61.4,1.0,35.0,61,2024-06-30,2025-10-14,2026-02-11,2288.0,State PWD,Completed,Completed,No,28.0,None,Pending,Partial,27.85,134.0
AH110804,Uttarakhand,Udham Singh Nagar,Road Widening,3.66,1.0,Compensation,0.0,0.0,63.2,0.0,39.0,35,2025-07-16,2025-03-16,2025-06-19,2810.0,Special LA Unit,Not Required,Completed,No,18.0,None,Complete,Complete,15.8,126.0
AH110805,Madhya Pradesh,Jabalpur,Highway,1.0,1.0,Objection,4.0,1.0,23.8,2.0,76.0,115,2024-12-11,2025-12-08,2026-01-12,2928.0,Special LA Unit,Not Required,Completed,No,1.0,None,Pending,Partial,116.23,73.0
AH110806,Punjab,Hoshiarpur,Bypass,11.11,4.0,Award,1.0,0.0,39.6,3.0,62.0,97,2025-10-24,2025-05-23,2025-06-30,2168.0,State PWD,Not Required,Pending,No,23.0,High,Partial,Complete,105.53,151.0
AH110807,Uttar Pradesh,Agra,Road Widening,3.95,1.0,Award,0.0,0.0,42.9,1.0,159.0,117,2024-05-11,2026-05-08,2026-07-12,4320.0,State PWD,Completed,Completed,Yes,2.0,None,Partial,Complete,82.05,118.0
AH110808,Rajasthan,Ajmer,Road Widening,7.55,3.0,Compensation,4.0,0.0,60.5,,205.0,166,2024-04-19,2025-12-06,2026-03-30,833.0,District Administration,Pending,Completed,No,25.0,Low,Complete,Complete,125.49,115.0
AH110809,Haryana,Karnal,,28.42,6.0,Compensation,0.0,0.0,65.2,1.0,46.0,70,2025-05-12,2024-05-12,2024-07-26,1896.0,Special LA Unit,Completed,Not Required,Yes,16.0,None,Complete,Complete,126.41,44.0
AH110810,Madhya Pradesh,Indore,Highway,5.34,1.0,Notification,0.0,0.0,12.7,4.0,14.0,63,2024-12-19,2024-04-14,2024-05-16,2018.0,District Administration,Not Required,Not Required,No,18.0,High,Complete,Partial,52.27,132.0
AH110811,Punjab,Firozpur,Highway,21.46,10.0,Award,2.0,0.0,33.5,1.0,51.0,82,2025-10-18,2026-03-11,2026-08-25,543.0,NHAI,Completed,Completed,No,19.0,None,Partial,Pending,66.39,96.0
AH110812,Haryana,Panipat,Road Widening,3.12,4.0,Objection,1.0,0.0,18.4,1.0,64.0,60,2025-03-31,2024-08-30,2025-01-11,490.0,District Administration,Pending,Pending,No,23.0,Low,Complete,Pending,142.61,146.0
AH110813,Madhya Pradesh,Jabalpur,Railway,6.67,2.0,Award,0.0,0.0,58.2,3.0,65.0,89,2024-11-15,2025-11-19,2026-03-16,4462.0,District Administration,Not Required,Completed,No,28.0,None,Partial,Complete,103.76,48.0
AH110814,Uttar Pradesh,Prayagraj,Highway,52.45,21.0,Award,2.0,0.0,41.1,2.0,90.0,148,2024-05-23,2025-07-19,2025-09-23,3883.0,Special LA Unit,Not Required,Not Required,No,16.0,None,Partial,Complete,54.26,139.0
AH110815,Uttar Pradesh,Meerut,Highway,8.3,1.0,Notification,0.0,0.0,10.9,4.0,38.0,81,2024-05-27,2025-09-23,2026-02-06,1856.0,Special LA Unit,Not Required,Completed,No,19.0,None,Partial,Complete,90.25,40.0
AH110816,Punjab,Bathinda,Highway,35.68,15.0,Objection,2.0,1.0,7.6,0.0,19.0,100,2025-11-11,2024-08-28,2025-02-15,1367.0,District Administration,Not Required,Completed,No,25.0,None,Complete,Complete,79.93,115.0
AH110817,Uttar Pradesh,Varanasi,Railway,88.42,35.0,Compensation,3.0,0.0,75.5,3.0,108.0,171,2024-07-22,2024-10-08,2025-02-16,2062.0,District Administration,Pending,Completed,No,24.0,Medium,Complete,Pending,168.82,163.0
AH110818,Haryana,,Highway,8.36,5.0,Compensation,0.0,0.0,67.3,1.0,58.0,59,2025-03-28,2025-05-14,2025-07-27,3539.0,NHAI,Pending,Completed,No,13.0,Low,Complete,Complete,110.18,51.0
AH110819,Punjab,Patiala,Road Widening,6.78,4.0,Notification,0.0,0.0,5.7,1.0,18.0,14,2026-01-06,2024-01-20,2024-04-17,1515.0,Special LA Unit,Completed,Pending,No,21.0,Low,Complete,Complete,162.21,76.0
AH110820,Himachal Pradesh,Shimla,Railway,1.9,1.0,Compensation,1.0,1.0,61.1,2.0,89.0,129,2026-03-19,2024-10-07,2025-03-25,378.0,State PWD,Not Required,Not Required,No,3.0,Medium,Complete,Pending,39.3,4.0
AH110821,Uttar Pradesh,Prayagraj,Highway,15.3,10.0,Award,0.0,0.0,43.7,1.0,90.0,95,2024-08-28,2025-04-01,2025-05-03,2129.0,District Administration,Completed,Pending,No,13.0,Low,Complete,Complete,151.85,84.0
AH110822,Rajasthan,Jodhpur,Road Widening,16.48,11.0,Notification,0.0,0.0,13.2,1.0,27.0,64,2024-04-08,2024-07-03,2024-09-04,3013.0,District Administration,Pending,Completed,No,2.0,Low,Complete,Complete,26.81,50.0
AH110823,Punjab,,Bypass,22.99,11.0,Notification,0.0,0.0,10.9,0.0,19.0,40,2025-11-28,2024-09-14,2024-10-30,2628.0,NHAI,Completed,Not Required,No,10.0,None,Partial,Complete,98.21,16.0
AH110824,Uttarakhand,Haridwar,Highway,38.96,18.0,Objection,2.0,,26.3,2.0,22.0,80,2025-09-10,2026-06-04,2026-10-08,903.0,State PWD,Completed,Completed,Yes,15.0,None,Pending,Partial,151.76,157.0
AH110825,Madhya Pradesh,Bhopal,Highway,4.99,3.0,Compensation,0.0,0.0,86.0,3.0,82.0,96,2024-10-25,2024-09-17,2024-12-24,4224.0,District Administration,Completed,Pending,No,19.0,Medium,Complete,Complete,170.17,107.0
AH110826,Uttarakhand,Haridwar,Highway,58.58,24.0,Notification,1.0,0.0,6.9,3.0,37.0,109,2025-06-18,2026-03-23,2026-05-11,3176.0,State PWD,Not Required,Completed,No,12.0,None,Complete,Partial,19.91,110.0
AH110827,Uttar Pradesh,Agra,Railway,9.4,6.0,Possession,0.0,0.0,99.3,0.0,37.0,48,2024-06-18,2026-04-14,2026-10-02,3614.0,District Administration,Completed,Pending,Yes,20.0,High,Complete,Partial,99.51,168.0
AH110828,Uttarakhand,Nainital,Bridge,16.27,7.0,Award,2.0,0.0,37.9,0.0,68.0,77,2025-09-22,2025-08-29,2025-12-19,4790.0,District Administration,Completed,Completed,No,1.0,Medium,Partial,Complete,47.45,95.0
AH110829,Punjab,Jalandhar,Railway,11.28,4.0,Compensation,0.0,0.0,66.7,,75.0,80,2025-10-16,2024-05-17,2024-07-23,2590.0,NHAI,Completed,Not Required,No,11.0,Low,Complete,Partial,139.35,76.0
AH110830,Madhya Pradesh,Bhopal,Bridge,6.2,5.0,Possession,0.0,0.0,83.8,0.0,10.0,33,2024-09-26,2024-07-04,2024-12-22,2915.0,State PWD,Completed,Completed,No,2.0,Medium,Complete,Complete,135.08,21.0
AH110831,Haryana,Sirsa,Railway,4.31,6.0,Objection,1.0,0.0,13.9,1.0,34.0,59,2025-02-25,2026-04-20,2026-09-01,3831.0,State PWD,Completed,Pending,No,9.0,None,Pending,Pending,175.06,52.0
AH110832,Madhya Pradesh,Indore,Highway,14.28,9.0,Compensation,0.0,1.0,90.2,2.0,132.0,128,2024-10-27,2024-01-02,2024-02-20,3881.0,State PWD,Completed,Completed,No,9.0,Low,Partial,Partial,3.67,95.0
AH110833,Rajasthan,Kota,Highway,5.26,4.0,Objection,2.0,0.0,24.5,2.0,51.0,98,2024-01-29,2025-03-29,2025-08-29,4246.0,NHAI,Pending,Completed,Yes,3.0,None,Pending,Partial,124.39,27.0
AH110834,Rajasthan,Kota,Road Widening,9.9,5.0,Notification,1.0,0.0,0.8,2.0,63.0,98,2024-04-24,2025-06-20,2025-07-28,3536.0,NHAI,Not Required,Not Required,No,13.0,Low,Partial,Complete,23.4,175.0
AH110835,Himachal Pradesh,Solan,Railway,8.41,5.0,Compensation,1.0,0.0,82.2,1.0,55.0,89,2026-05-13,2026-01-24,2026-07-09,337.0,State PWD,Not Required,Pending,No,2.0,None,Complete,Complete,159.3,108.0
AH110836,Haryana,Sirsa,Road Widening,8.78,1.0,Notification,0.0,0.0,9.2,0.0,29.0,48,2025-02-14,2026-03-16,2026-06-13,1784.0,Special LA Unit,Pending,Completed,No,21.0,Low,Partial,Partial,73.7,152.0
AH110837,Uttar Pradesh,Varanasi,Road Widening,2.59,2.0,Possession,0.0,0.0,84.0,0.0,37.0,11,2024-05-12,2024-09-12,2024-11-25,2981.0,Special LA Unit,Completed,Pending,No,2.0,None,Complete,Complete,44.43,151.0
AH110838,Rajasthan,Kota,Highway,1.0,1.0,Compensation,0.0,0.0,62.5,1.0,57.0,77,2024-02-09,2025-03-28,2025-05-05,2252.0,Special LA Unit,Pending,Not Required,No,27.0,None,Complete,Partial,169.07,8.0
AH110839,Madhya Pradesh,Jabalpur,Highway,24.37,8.0,Compensation,0.0,0.0,77.6,1.0,67.0,95,2024-11-14,2025-07-24,2026-01-09,264.0,Special LA Unit,Pending,Completed,No,21.0,Medium,Complete,Complete,19.26,25.0
AH110840,Himachal Pradesh,Solan,Road Widening,31.08,14.0,Compensation,1.0,1.0,59.0,1.0,74.0,94,2026-06-03,2026-05-18,2026-09-08,1374.0,Special LA Unit,Pending,Completed,No,10.0,None,Pending,Complete,177.88,38.0
AH110841,Madhya Pradesh,Ujjain,Railway,1.35,2.0,Compensation,2.0,0.0,96.7,2.0,86.0,132,2024-12-12,2025-05-15,2025-09-13,1575.0,District Administration,Pending,Completed,No,16.0,Medium,Partial,Partial,119.11,147.0
AH110842,Himachal Pradesh,Mandi,Bypass,17.04,3.0,Notification,0.0,0.0,23.9,1.0,24.0,60,2026-06-18,2024-04-19,2024-09-23,228.0,NHAI,Pending,Completed,No,15.0,Low,Complete,Partial,71.8,68.0
AH110843,Haryana,Sirsa,Highway,14.36,7.0,Compensation,0.0,0.0,69.6,0.0,92.0,63,2025-03-16,2026-04-11,2026-07-26,3823.0,State PWD,Pending,Completed,No,27.0,High,Complete,Partial,18.62,118.0
AH110844,Punjab,Hoshiarpur,Bypass,3.88,5.0,Objection,2.0,1.0,36.5,2.0,37.0,106,2025-11-18,2025-04-06,2025-06-18,1920.0,District Administration,,Pending,No,6.0,Medium,Partial,Partial,58.76,67.0
AH110845,Punjab,Jalandhar,Highway,25.62,9.0,Notification,0.0,0.0,5.0,1.0,45.0,70,2025-12-07,2024-06-10,2024-11-03,3966.0,State PWD,Pending,Pending,No,3.0,None,Partial,Complete,145.13,38.0
AH110846,Rajasthan,Jodhpur,Highway,31.42,11.0,Objection,2.0,1.0,38.7,4.0,33.0,135,2024-01-26,2024-06-20,2024-10-07,4358.0,State PWD,Completed,Completed,No,13.0,None,Complete,Pending,76.12,49.0
