Case ID,State,District,Project Type,Land Area (Acres),Number of Landowners,Acquisition Stage,Number of Objections,Number of Court Cases,Compensation Completed (%),Pending Approvals,Days in Current Stage,Approximate Delay Days,Notification_3A_Date,Sanction_Date,Notification_3D_Date,Sanction_Amount_Lakh,Land_Acquisition_Agency,Environmental_Clearance,Forest_Clearance,Relocation_Required,Structures_Affected,Dispute_Severity,Payment_Status,Document_Verification_Status,Project_Length_Km,Last_Review_Days_Ago
AH114287,Rajasthan,Ajmer,Road Widening,7.47,3.0,Possession,,0.0,89.6,0.0,32.0,25,26-03-2024,11-10-2025,16-12-2025,2948.0,State PWD,Completed,Not Required,No,12,Medium,Complete,Complete,156.86,23
AH114288,Punjab,Jalandhar,Highway,9.6,3.0,Notification,0.0,0.0,11.4,3.0,16.0,55,14-12-2025,14-07-2024,23-09-2024,2406.0,District Administration,Pending,Completed,No,22,None,Complete,Partial,89.64,2
AH114289,Punjab,Jalandhar,Road Widening,8.0,5.0,Notification,1.0,0.0,3.9,1.0,25.0,64,05-02-2026,10-05-2024,23-10-2024,3174.0,District Administration,Completed,Completed,No,2,Low,Complete,Pending,143.4,70
AH114290,Haryana,Panipat,Highway,5.37,4.0,Notification,0.0,0.0,20.4,1.0,42.0,63,21-05-2025,16-07-2024,16-11-2024,2187.0,Special LA Unit,Pending,Not Required,No,4,Medium,Partial,Pending,126.78,93
AH114291,Punjab,Firozpur,Highway,21.72,12.0,Award,1.0,0.0,46.9,1.0,62.0,94,13-10-2025,10-04-2026,16-06-2026,4980.0,State PWD,Not Required,Not Required,No,6,Low,Complete,Pending,107.19,64
AH114292,Uttar Pradesh,Lucknow,Bypass,3.83,2.0,Compensation,0.0,0.0,78.5,1.0,52.0,64,12-05-2024,08-03-2024,08-05-2024,2449.0,District Administration,Not Required,Not Required,Yes,8,Medium,Partial,Complete,96.62,32
AH114293,Madhya Pradesh,Bhopal,Highway,5.89,1.0,Notification,0.0,0.0,9.8,0.0,27.0,40,01-11-2024,14-09-2024,11-02-2025,3095.0,Special LA Unit,Completed,Not Required,No,29,None,Complete,Complete,147.28,26
AH114294,Madhya Pradesh,Bhopal,Bridge,15.52,8.0,Compensation,2.0,0.0,71.7,1.0,171.0,149,10-11-2024,04-11-2024,11-04-2025,2238.0,NHAI,Not Required,Not Required,No,18,None,Partial,Complete,32.22,8
AH114295,Punjab,Moga,Highway,9.65,2.0,Notification,0.0,0.0,13.3,2.0,6.0,41,18-11-2025,22-01-2026,23-02-2026,3686.0,State PWD,Completed,Not Required,No,18,None,Complete,Partial,179.02,55
AH114296,Madhya Pradesh,Bhopal,Railway,13.72,9.0,Notification,0.0,0.0,7.2,1.0,28.0,90,12-11-2024,19-11-2024,11-02-2025,2815.0,State PWD,Pending,Completed,Yes,24,Low,Complete,Complete,127.83,92
AH114297,Punjab,Firozpur,,11.63,7.0,Compensation,0.0,0.0,75.8,1.0,9.0,54,17-10-2025,15-03-2026,03-07-2026,535.0,Special LA Unit,Not Required,Not Required,No,15,None,Partial,Complete,162.23,143
AH114298,Madhya Pradesh,Gwalior,Bridge,4.41,1.0,Compensation,0.0,1.0,78.5,1.0,215.0,174,03-10-2024,08-06-2026,12-08-2026,3660.0,District Administration,Pending,Not Required,No,17,Low,Complete,Pending,125.73,59
AH114299,Uttarakhand,Nainital,Bypass,41.47,13.0,Objection,2.0,0.0,43.1,2.0,29.0,92,24-06-2025,09-08-2025,25-12-2025,3814.0,District Administration,Pending,Pending,No,1,Medium,Partial,Complete,88.19,123
AH114300,Uttar Pradesh,,Highway,31.55,11.0,Objection,1.0,0.0,21.1,3.0,27.0,103,07-07-2024,04-11-2024,27-03-2025,2042.0,NHAI,Not Required,Completed,Yes,24,None,Complete,Pending,143.0,131
AH114301,Haryana,Ambala,Highway,5.3,4.0,Award,0.0,0.0,37.9,2.0,56.0,70,17-05-2025,22-06-2025,24-11-2025,2569.0,Special LA Unit,Completed,Not Required,No,27,None,Partial,Complete,71.28,59
AH114302,Rajasthan,Ajmer,Road Widening,17.91,6.0,Possession,0.0,0.0,84.7,0.0,24.0,18,13-03-2024,25-08-2025,19-01-2026,104.0,NHAI,Pending,Completed,Yes,18,Medium,Complete,Complete,29.05,71
AH114303,Punjab,,Highway,7.87,5.0,Possession,2.0,0.0,92.7,1.0,51.0,41,23-10-2025,08-04-2024,11-09-2024,4339.0,State PWD,Pending,Not Required,No,30,None,Pending,Partial,44.1,1
AH114304,Rajasthan,Ajmer,Highway,29.99,14.0,Award,1.0,0.0,43.4,2.0,105.0,132,27-01-2024,19-01-2026,13-04-2026,3904.0,District Administration,Completed,Completed,No,22,None,Complete,Complete,19.05,160
AH114305,Himachal Pradesh,Kangra,Bridge,24.78,9.0,Possession,1.0,0.0,96.3,0.0,62.0,62,18-06-2026,27-01-2025,11-04-2025,4855.0,Special LA Unit,Not Required,Pending,No,1,Medium,Complete,Complete,137.8,82
AH114306,Punjab,Moga,Road Widening,34.73,15.0,Compensation,1.0,0.0,73.3,1.0,78.0,100,25-01-2026,31-01-2026,18-04-2026,3017.0,State PWD,Completed,Completed,Yes,3,Medium,Pending,Complete,83.79,119
AH114307,Uttarakhand,Nainital,Highway,5.34,5.0,Notification,0.0,0.0,7.1,0.0,61.0,74,04-06-2025,04-07-2025,08-12-2025,1190.0,State PWD,Completed,Completed,No,22,Low,Pending,Complete,49.9,157
AH114308,Himachal Pradesh,Solan,Road Widening,3.78,4.0,Award,0.0,0.0,49.8,1.0,62.0,92,29-03-2026,13-02-2026,20-06-2026,1485.0,NHAI,Not Required,Completed,No,22,None,Partial,Complete,83.96,139
AH114309,Punjab,Patiala,Highway,2.46,3.0,Possession,1.0,0.0,95.2,0.0,66.0,56,28-12-2025,14-03-2024,31-05-2024,4646.0,District Administration,Completed,Completed,Yes,29,None,Partial,Partial,157.6,73
AH114310,Rajasthan,Jaipur,Bypass,116.04,42.0,Compensation,3.0,0.0,76.4,0.0,22.0,129,08-05-2024,08-02-2024,25-06-2024,263.0,NHAI,Pending,Completed,No,11,High,Complete,Complete,166.72,67
AH114311,Punjab,Patiala,Highway,25.8,14.0,Possession,2.0,0.0,,1.0,93.0,94,31-10-2025,10-04-2024,14-06-2024,3374.0,District Administration,Not Required,Completed,No,28,Medium,Complete,Complete,53.94,37
AH114312,Madhya Pradesh,Gwalior,Highway,34.41,12.0,Award,0.0,0.0,43.4,3.0,49.0,122,05-12-2024,26-02-2026,06-05-2026,386.0,NHAI,Not Required,Completed,No,20,Medium,Partial,Complete,86.44,177
AH114313,Punjab,Firozpur,Highway,3.53,2.0,Possession,1.0,0.0,93.0,1.0,139.0,93,09-02-2026,13-06-2026,13-07-2026,3708.0,State PWD,Pending,Pending,Yes,20,Low,Pending,Partial,56.79,75
AH114314,Himachal Pradesh,Solan,Bridge,20.49,10.0,Compensation,1.0,0.0,71.7,1.0,85.0,106,16-02-2026,17-06-2026,08-12-2026,2926.0,State PWD,Not Required,Not Required,No,20,None,Complete,Complete,99.84,7
AH114315,Himachal Pradesh,Shimla,Highway,2.76,2.0,Compensation,0.0,0.0,89.1,0.0,146.0,106,09-05-2026,26-10-2024,30-12-2024,2388.0,District Administration,Completed,Completed,No,16,None,Pending,Complete,11.98,133
AH114316,Haryana,Panipat,Railway,17.58,7.0,Possession,1.0,0.0,88.1,0.0,126.0,98,09-02-2025,25-08-2024,14-01-2025,3517.0,State PWD,Completed,Pending,No,1,None,Pending,Complete,92.07,109
AH114317,Uttar Pradesh,Kanpur Nagar,Highway,12.15,3.0,Objection,1.0,0.0,20.4,0.0,12.0,52,22-06-2024,10-11-2024,27-12-2024,1806.0,NHAI,Pending,Pending,No,2,None,Complete,Complete,103.86,106
AH114318,Rajasthan,Ajmer,Bypass,9.27,4.0,Compensation,0.0,0.0,88.3,2.0,40.0,88,22-04-2024,05-01-2026,09-02-2026,2888.0,Special LA Unit,Pending,Not Required,No,15,Medium,Complete,Partial,143.38,66
AH114319,Uttar Pradesh,Varanasi,Highway,7.53,8.0,Objection,3.0,1.0,15.5,3.0,45.0,103,28-05-2024,14-08-2024,23-12-2024,4010.0,Special LA Unit,Not Required,Not Required,No,16,None,Complete,Complete,91.78,93
AH114320,Himachal Pradesh,Kangra,Bypass,32.44,12.0,Possession,1.0,0.0,81.5,0.0,61.0,72,11-06-2026,07-05-2025,20-06-2025,2318.0,State PWD,Completed,Not Required,No,23,None,Complete,Partial,63.19,5
AH114321,Uttarakhand,Nainital,Bridge,7.66,6.0,Compensation,0.0,0.0,65.6,0.0,143.0,112,11-06-2025,04-08-2025,24-09-2025,158.0,State PWD,Completed,Not Required,Yes,26,Low,Partial,Complete,170.73,33
AH114322,Madhya Pradesh,Bhopal,Highway,37.73,14.0,Notification,0.0,0.0,16.6,3.0,33.0,98,12-11-2024,21-11-2024,08-02-2025,4970.0,NHAI,Completed,Not Required,No,14,None,Pending,Complete,30.07,95
AH114323,Haryana,Hisar,Highway,11.47,3.0,Award,0.0,0.0,24.7,2.0,107.0,126,08-02-2025,01-03-2025,26-06-2025,2725.0,NHAI,Completed,Completed,No,4,Medium,Complete,Pending,127.89,145
AH114324,Uttar Pradesh,Prayagraj,Bridge,16.41,6.0,Objection,2.0,1.0,24.9,2.0,47.0,103,04-06-2024,21-08-2025,22-09-2025,2177.0,State PWD,Pending,Completed,No,19,None,Complete,Complete,44.39,127
AH114325,Haryana,Rohtak,Highway,19.06,9.0,Award,1.0,1.0,61.8,2.0,55.0,90,28-05-2025,12-12-2025,29-01-2026,415.0,District Administration,,Pending,Yes,4,Medium,Pending,Complete,2.69,120
AH114326,Madhya Pradesh,Indore,Bypass,17.65,4.0,Notification,0.0,0.0,5.8,2.0,10.0,69,18-01-2025,19-06-2024,07-09-2024,497.0,District Administration,Completed,Pending,No,12,None,Partial,Pending,11.94,44
AH114327,Punjab,Hoshiarpur,Bypass,14.5,9.0,Possession,1.0,0.0,91.7,0.0,43.0,51,19-12-2025,06-04-2025,19-08-2025,1310.0,District Administration,Completed,Pending,Yes,25,None,Complete,Pending,135.41,114
AH114328,Rajasthan,Jaipur,Highway,74.42,29.0,Compensation,1.0,0.0,87.4,0.0,104.0,156,20-01-2024,18-05-2024,01-07-2024,4620.0,NHAI,Completed,Not Required,Yes,25,None,Complete,Pending,134.91,156
AH114329,Himachal Pradesh,Mandi,Highway,31.17,12.0,Possession,0.0,0.0,90.6,0.0,33.0,35,18-04-2026,14-01-2024,26-03-2024,3639.0,NHAI,Completed,Pending,No,30,None,Partial,Complete,167.62,81
AH114330,Rajasthan,Kota,Highway,1.36,1.0,Notification,0.0,0.0,14.9,3.0,27.0,65,24-02-2024,03-08-2025,30-09-2025,2095.0,State PWD,Not Required,Completed,No,17,None,Complete,Complete,66.01,10
AH114331,Madhya Pradesh,Ujjain,Road Widening,10.0,4.0,Award,1.0,1.0,46.6,0.0,70.0,95,10-01-2025,10-03-2025,25-05-2025,3785.0,State PWD,Not Required,Not Required,No,2,Low,Partial,Partial,173.23,174
AH114332,Madhya Pradesh,Bhopal,Road Widening,42.23,18.0,Possession,0.0,0.0,84.9,0.0,41.0,35,02-11-2024,21-08-2024,28-10-2024,1989.0,District Administration,Pending,Not Required,No,27,None,Complete,Partial,2.73,146
AH114333,Punjab,Patiala,Railway,5.98,1.0,Compensation,0.0,0.0,84.1,0.0,92.0,71,08-10-2025,19-02-2024,24-06-2024,4450.0,District Administration,Completed,Completed,No,4,High,Complete,Pending,53.33,109
AH114334,Uttarakhand,Haridwar,Road Widening,11.99,5.0,Notification,2.0,0.0,14.6,1.0,23.0,72,15-08-2025,01-05-2026,10-06-2026,1669.0,NHAI,Completed,Pending,No,12,None,Complete,Complete,158.77,153
AH114335,Uttar Pradesh,Meerut,Bypass,12.77,8.0,Possession,0.0,0.0,87.1,1.0,105.0,93,26-06-2024,14-01-2026,03-07-2026,3591.0,Special LA Unit,Completed,Not Required,No,12,High,Complete,Complete,57.57,82
AH114336,Haryana,Sirsa,Highway,46.21,14.0,Objection,2.0,0.0,22.3,0.0,27.0,71,17-03-2025,21-04-2026,26-06-2026,2210.0,District Administration,Pending,Pending,Yes,20,High,Complete,Pending,135.48,157
AH114337,Haryana,Karnal,Highway,4.91,2.0,Objection,2.0,0.0,22.4,1.0,64.0,81,26-04-2025,12-04-2024,07-10-2024,3389.0,State PWD,Completed,Pending,No,29,None,Partial,Complete,54.46,127
AH114338,Haryana,Karnal,Highway,5.54,1.0,Compensation,0.0,0.0,55.7,1.0,102.0,53,21-02-2025,13-01-2024,31-05-2024,973.0,District Administration,Completed,Not Required,No,19,Low,Pending,Pending,29.45,57
AH114339,Rajasthan,Jodhpur,Highway,18.35,5.0,Compensation,0.0,1.0,72.4,2.0,96.0,133,20-01-2024,14-07-2024,05-10-2024,4728.0,State PWD,Not Required,Not Required,No,2,None,Complete,Complete,49.51,148
AH114340,Uttar Pradesh,Lucknow,Highway,16.01,7.0,Compensation,0.0,0.0,90.9,0.0,91.0,104,09-06-2024,31-03-2024,14-06-2024,1467.0,NHAI,Pending,Pending,No,4,None,Complete,Partial,140.37,51
AH114341,Haryana,Hisar,Bridge,18.61,9.0,Notification,0.0,0.0,7.8,1.0,10.0,54,29-03-2025,17-02-2025,07-08-2025,2710.0,District Administration,Completed,Completed,No,1,High,Complete,Complete,98.99,156
AH114342,Uttar Pradesh,Prayagraj,Highway,15.7,6.0,Objection,3.0,0.0,25.3,4.0,64.0,102,22-08-2024,03-08-2025,29-01-2026,3452.0,NHAI,Pending,Not Required,No,10,Medium,Complete,Complete,54.64,66
AH114343,Haryana,,Highway,10.8,2.0,Award,0.0,0.0,49.6,1.0,67.0,88,05-05-2025,24-06-2024,23-10-2024,3286.0,NHAI,Completed,Not Required,No,28,None,Complete,Complete,148.0,163
AH114344,Uttar Pradesh,Kanpur Nagar,Road Widening,19.23,7.0,Award,2.0,0.0,28.4,3.0,69.0,124,27-05-2024,23-12-2024,29-01-2025,2795.0,State PWD,Completed,Completed,No,1,None,Pending,Partial,40.36,143
AH114345,Punjab,Hoshiarpur,Railway,14.22,7.0,Notification,1.0,0.0,19.4,1.0,26.0,52,23-10-2025,30-04-2025,12-10-2025,4346.0,Special LA Unit,Not Required,Pending,No,13,Low,Partial,Complete,123.58,98
AH114346,Uttar Pradesh,Varanasi,Highway,9.66,5.0,Compensation,0.0,0.0,95.8,4.0,26.0,87,18-06-2024,12-10-2024,21-01-2025,4849.0,District Administration,Completed,Pending,No,21,None,Partial,Complete,29.61,1
AH114347,Uttarakhand,Udham Singh Nagar,Highway,11.31,3.0,Possession,1.0,0.0,95.2,0.0,24.0,17,07-08-2025,18-02-2025,24-03-2025,3830.0,Special LA Unit,Completed,Completed,No,17,Low,Complete,Complete,58.51,56
AH114348,Punjab,Hoshiarpur,Highway,7.55,3.0,Possession,2.0,0.0,88.4,0.0,82.0,72,22-01-2026,15-06-2025,12-11-2025,963.0,Special LA Unit,Pending,Not Required,No,22,None,Partial,Complete,51.87,8
AH114349,Madhya Pradesh,Gwalior,Highway,6.54,5.0,Compensation,0.0,0.0,76.5,0.0,82.0,70,18-11-2024,07-05-2026,10-06-2026,3861.0,Special LA Unit,Completed,Not Required,No,10,None,Complete,Complete,77.74,134
AH114350,Rajasthan,Jodhpur,Highway,19.18,8.0,Objection,2.0,0.0,,1.0,9.0,75,05-05-2024,06-10-2024,30-12-2024,2541.0,District Administration,Pending,Completed,No,28,None,Partial,Pending,83.67,179
AH114351,Rajasthan,Jaipur,Highway,3.93,1.0,Award,1.0,0.0,45.3,3.0,81.0,111,06-01-2024,20-03-2024,30-04-2024,2706.0,State PWD,Not Required,Not Required,Yes,19,None,Partial,Complete,142.7,156
AH114352,Madhya Pradesh,Gwalior,Road Widening,21.45,9.0,Possession,0.0,0.0,92.5,1.0,50.0,43,20-11-2024,20-02-2026,26-05-2026,4710.0,State PWD,Completed,Completed,Yes,2,None,Complete,Partial,84.39,75
AH114353,Rajasthan,Kota,Bypass,9.54,4.0,Notification,0.0,0.0,22.1,1.0,70.0,80,13-04-2024,03-06-2025,31-10-2025,2662.0,NHAI,Completed,Completed,No,16,Low,Complete,Complete,155.29,133
AH114354,Himachal Pradesh,Kangra,Highway,10.94,4.0,Objection,2.0,1.0,20.8,1.0,30.0,97,04-03-2026,28-02-2025,18-04-2025,4261.0,District Administration,Completed,Completed,No,16,None,Partial,Pending,165.18,15
AH114355,Himachal Pradesh,Sirmaur,Highway,10.27,5.0,Objection,1.0,0.0,20.9,1.0,27.0,86,25-05-2026,10-10-2025,29-11-2025,3261.0,District Administration,Completed,Pending,No,0,Medium,Partial,Partial,107.32,87
AH114356,Himachal Pradesh,Solan,Bypass,18.32,6.0,Compensation,0.0,0.0,65.5,1.0,36.0,91,01-06-2026,02-06-2026,22-11-2026,482.0,Special LA Unit,Pending,Not Required,No,8,None,Complete,Partial,81.91,168
AH114357,Himachal Pradesh,Mandi,Road Widening,42.02,16.0,Possession,1.0,1.0,83.5,0.0,67.0,85,10-04-2026,24-04-2024,19-06-2024,3517.0,NHAI,Completed,Pending,No,5,None,Complete,Complete,69.1,168
AH114358,Uttarakhand,Haridwar,Railway,55.31,23.0,Award,0.0,0.0,47.3,2.0,59.0,119,12-06-2025,13-02-2026,31-03-2026,2499.0,Special LA Unit,Completed,Completed,No,30,Medium,Pending,Complete,122.43,6
AH114359,Madhya Pradesh,Jabalpur,Bypass,29.09,16.0,Compensation,2.0,1.0,66.7,0.0,126.0,130,19-10-2024,26-07-2025,20-11-2025,2753.0,State PWD,Pending,Completed,Yes,1,None,Partial,Pending,54.55,179
AH114360,Haryana,Ambala,Road Widening,12.77,3.0,Compensation,0.0,,57.8,0.0,49.0,64,05-02-2025,10-06-2025,20-08-2025,1548.0,NHAI,Pending,Completed,No,17,Medium,Complete,Complete,89.58,37
AH114361,Uttar Pradesh,Agra,Railway,23.56,8.0,Possession,2.0,0.0,87.4,0.0,64.0,56,20-08-2024,16-02-2026,08-08-2026,968.0,State PWD,Not Required,Completed,No,3,None,Complete,Complete,133.16,14
AH114362,Punjab,Bathinda,Highway,2.14,4.0,Objection,1.0,0.0,20.6,3.0,38.0,80,26-01-2026,30-09-2024,23-11-2024,3732.0,Special LA Unit,Completed,Pending,No,6,None,Partial,Complete,35.9,27
AH114363,Haryana,Rohtak,Bridge,20.02,6.0,Compensation,0.0,0.0,92.5,1.0,43.0,42,27-01-2025,09-12-2025,03-04-2026,1279.0,State PWD,Pending,Not Required,No,4,Medium,Partial,Partial,12.97,106
AH114364,Madhya Pradesh,Ujjain,Railway,16.63,7.0,Possession,0.0,0.0,93.6,1.0,69.0,57,12-12-2024,28-05-2025,12-11-2025,511.0,NHAI,Completed,Not Required,Yes,29,None,Partial,Partial,89.77,88
AH114365,Uttarakhand,Haridwar,Highway,3.21,6.0,Possession,0.0,0.0,,0.0,15.0,14,12-09-2025,21-04-2026,07-09-2026,2490.0,State PWD,Not Required,Completed,No,28,None,Complete,Complete,86.56,155
AH114366,Madhya Pradesh,Ujjain,,7.29,3.0,Award,0.0,0.0,31.0,1.0,75.0,94,02-12-2024,24-02-2025,30-03-2025,3572.0,District Administration,Not Required,Completed,No,28,None,Complete,Complete,161.17,27
AH114367,Madhya Pradesh,Jabalpur,Highway,15.12,6.0,Notification,0.0,0.0,9.4,1.0,64.0,83,17-11-2024,10-10-2025,07-12-2025,1060.0,State PWD,Pending,Pending,No,6,None,Complete,Partial,63.59,112
AH114368,Uttar Pradesh,Kanpur Nagar,Road Widening,16.52,5.0,Possession,0.0,0.0,94.9,0.0,40.0,25,23-07-2024,23-03-2025,10-05-2025,1841.0,NHAI,Pending,Pending,No,0,Low,Complete,Partial,12.67,23
AH114369,Rajasthan,Udaipur,Highway,26.94,12.0,Possession,1.0,0.0,91.0,0.0,44.0,63,01-03-2024,20-12-2024,05-06-2025,2146.0,NHAI,Pending,Completed,No,30,None,Partial,Complete,85.16,153
AH114370,Rajasthan,Udaipur,Road Widening,49.37,16.0,Notification,1.0,0.0,6.3,1.0,23.0,78,04-02-2024,03-12-2024,01-02-2025,4621.0,NHAI,Pending,Not Required,No,11,Medium,Complete,Partial,85.97,175
AH114371,Madhya Pradesh,Gwalior,Highway,10.52,4.0,Notification,0.0,0.0,10.6,1.0,36.0,74,28-12-2024,08-04-2026,16-05-2026,778.0,District Administration,Completed,Pending,No,27,Medium,Complete,Partial,160.07,49
AH114372,Himachal Pradesh,Solan,Road Widening,4.54,1.0,Objection,2.0,1.0,43.3,2.0,15.0,73,14-06-2026,24-01-2026,21-04-2026,4595.0,State PWD,Pending,Pending,No,18,Medium,Partial,Partial,168.32,19
AH114373,Uttar Pradesh,Varanasi,Road Widening,24.01,9.0,Compensation,0.0,0.0,86.4,4.0,56.0,86,22-08-2024,21-07-2024,01-10-2024,773.0,State PWD,Not Required,Not Required,No,13,Medium,Complete,Pending,168.86,145
AH114374,Uttarakhand,Haridwar,Highway,35.68,17.0,Objection,3.0,0.0,30.6,1.0,46.0,118,30-07-2025,18-02-2026,13-04-2026,2911.0,State PWD,Pending,Completed,No,22,Medium,Partial,Complete,23.5,171
AH114375,Madhya Pradesh,Ujjain,Highway,35.07,15.0,Objection,1.0,0.0,33.1,2.0,,155,19-10-2024,09-06-2025,15-09-2025,4223.0,District Administration,Completed,Not Required,No,2,None,Partial,Partial,26.47,19
AH114376,Madhya Pradesh,Indore,Highway,17.82,8.0,Compensation,1.0,1.0,84.8,0.0,42.0,94,29-09-2024,03-04-2024,15-09-2024,4526.0,Special LA Unit,Completed,Not Required,No,28,Medium,Pending,Pending,161.11,143
AH114377,Uttar Pradesh,Meerut,Road Widening,65.36,25.0,Objection,5.0,0.0,30.3,2.0,48.0,149,26-05-2024,20-11-2025,22-01-2026,2734.0,District Administration,Pending,Not Required,No,29,None,Complete,Complete,9.93,177
AH114378,Haryana,Karnal,Bridge,9.46,5.0,Possession,,0.0,91.1,0.0,30.0,33,22-05-2025,26-05-2024,19-11-2024,2490.0,District Administration,Completed,Completed,No,11,Medium,Complete,Complete,28.44,105
AH114379,Uttarakhand,Haridwar,Highway,46.5,20.0,Award,0.0,0.0,40.2,1.0,224.0,193,15-08-2025,24-02-2026,03-07-2026,3913.0,District Administration,Completed,Completed,No,23,Medium,Complete,Complete,174.58,157
AH114380,Madhya Pradesh,Ujjain,Road Widening,4.45,4.0,Award,1.0,0.0,48.7,2.0,96.0,114,11-11-2024,13-02-2025,11-05-2025,4552.0,NHAI,Completed,Not Required,Yes,7,Low,Complete,Complete,39.02,127
AH114381,Haryana,Sirsa,Bridge,1.74,1.0,Possession,1.0,0.0,83.9,0.0,30.0,31,18-04-2025,04-04-2026,13-08-2026,107.0,Special LA Unit,Completed,Completed,No,9,Medium,Complete,Partial,159.61,3
AH114382,Haryana,Hisar,Railway,4.39,5.0,Notification,0.0,0.0,8.2,2.0,42.0,72,04-03-2025,10-03-2025,31-05-2025,1347.0,District Administration,Completed,Pending,No,15,High,Pending,Partial,129.0,53
AH114383,Uttar Pradesh,Lucknow,Highway,7.33,4.0,Notification,0.0,0.0,3.4,1.0,71.0,68,31-08-2024,17-03-2024,17-05-2024,1463.0,Special LA Unit,Completed,Not Required,No,8,Medium,Partial,Complete,50.81,155
AH114384,Uttarakhand,Haridwar,Highway,11.95,6.0,Award,0.0,0.0,40.0,0.0,34.0,65,14-09-2025,21-11-2025,25-01-2026,4175.0,State PWD,Not Required,Completed,No,20,Low,Partial,Complete,64.3,135
AH114385,Haryana,Rohtak,Bypass,5.4,1.0,Compensation,0.0,0.0,74.7,1.0,34.0,59,13-05-2025,15-10-2025,15-11-2025,137.0,NHAI,Completed,Completed,No,27,High,Complete,Partial,41.98,105
AH114386,Rajasthan,Jodhpur,Highway,13.31,6.0,Award,0.0,1.0,55.7,1.0,33.0,85,29-02-2024,29-09-2024,03-02-2025,671.0,District Administration,Completed,Pending,No,22,None,Complete,Complete,167.03,103
AH114387,Haryana,Panipat,Highway,20.69,8.0,Possession,0.0,0.0,81.4,0.0,68.0,65,19-03-2025,02-07-2024,12-08-2024,66.0,State PWD,Completed,Not Required,No,24,Medium,Partial,Complete,72.33,62
AH114388,Madhya Pradesh,Gwalior,Road Widening,16.12,6.0,Possession,0.0,0.0,89.2,0.0,53.0,44,16-12-2024,16-02-2026,16-04-2026,4767.0,NHAI,Pending,Pending,No,28,Low,Partial,Complete,152.45,136
AH114389,Punjab,Moga,Highway,10.62,7.0,Notification,1.0,0.0,6.8,0.0,14.0,40,17-12-2025,02-12-2025,01-01-2026,208.0,Special LA Unit,Not Required,Not Required,No,6,High,Complete,Complete,83.73,9
AH114390,Madhya Pradesh,Bhopal,Road Widening,33.19,10.0,Notification,1.0,0.0,4.0,4.0,42.0,126,02-10-2024,25-09-2024,03-11-2024,1364.0,District Administration,Pending,Not Required,No,9,None,Complete,Complete,110.06,144
AH114391,Himachal Pradesh,Sirmaur,Bridge,6.05,9.0,Compensation,0.0,0.0,57.1,1.0,71.0,84,10-05-2026,22-09-2025,06-03-2026,2631.0,Special LA Unit,Not Required,Completed,No,6,None,Complete,Pending,170.01,170
AH114392,Uttarakhand,Dehradun,Bridge,9.73,3.0,Possession,0.0,2.0,87.5,0.0,31.0,61,07-07-2025,04-08-2024,06-09-2024,1776.0,NHAI,Completed,Completed,No,7,None,Complete,Complete,55.1,56
AH114393,Rajasthan,Jodhpur,Road Widening,7.48,5.0,Objection,1.0,0.0,7.8,3.0,35.0,97,27-04-2024,12-06-2024,13-10-2024,499.0,NHAI,Completed,Pending,No,24,Low,Complete,Complete,100.4,151
AH114394,Madhya Pradesh,Jabalpur,Bypass,20.8,9.0,Award,0.0,0.0,53.5,0.0,21.0,75,29-12-2024,20-08-2025,07-11-2025,2094.0,State PWD,Not Required,Completed,No,20,None,Complete,Complete,174.65,170
AH114395,Himachal Pradesh,Solan,,8.32,6.0,Objection,1.0,0.0,24.0,3.0,83.0,150,06-03-2026,19-01-2026,10-03-2026,4001.0,Special LA Unit,Completed,Completed,No,26,None,Complete,Partial,37.14,100
AH114396,Uttar Pradesh,Agra,Bridge,16.78,10.0,Possession,1.0,0.0,82.2,0.0,72.0,67,17-08-2024,06-04-2026,19-06-2026,1479.0,District Administration,Completed,Completed,No,30,None,Pending,Complete,29.71,28
AH114397,Uttarakhand,Udham Singh Nagar,Bypass,23.9,9.0,Notification,0.0,,2.1,2.0,5.0,55,26-09-2025,19-02-2025,03-04-2025,2605.0,Special LA Unit,Completed,Pending,Yes,16,Medium,Pending,Complete,35.81,38
AH114398,Punjab,Jalandhar,Bridge,7.76,4.0,Compensation,1.0,0.0,75.8,1.0,15.0,64,06-12-2025,09-05-2024,24-07-2024,2375.0,Special LA Unit,Not Required,Not Required,No,11,Low,Complete,Complete,159.01,27
AH114399,Uttarakhand,Nainital,Highway,3.07,2.0,Notification,0.0,0.0,,2.0,29.0,78,15-09-2025,04-05-2025,03-10-2025,1264.0,Special LA Unit,Completed,Not Required,No,4,Low,Complete,Pending,47.38,154
AH114400,Rajasthan,Ajmer,Highway,9.86,3.0,Compensation,1.0,1.0,67.8,2.0,95.0,116,22-03-2024,04-09-2025,05-01-2026,62.0,State PWD,Not Required,Not Required,Yes,19,None,Complete,Complete,73.89,164
AH114401,Madhya Pradesh,Gwalior,Highway,6.07,3.0,Award,1.0,0.0,51.7,1.0,51.0,83,02-12-2024,24-05-2026,22-10-2026,4201.0,NHAI,Pending,Completed,No,7,None,Complete,Partial,166.6,41
AH114402,Madhya Pradesh,Indore,Road Widening,6.92,4.0,Compensation,0.0,0.0,67.7,2.0,85.0,99,09-11-2024,10-04-2024,22-08-2024,4969.0,Special LA Unit,Completed,Completed,No,19,Medium,Complete,Complete,119.76,44
